Name,Code,Indicator_Name,Indicator_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bahrain,BHR,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132626083,1.459255594,1.045173032,1.270223547,1.110146243,0.35642174,0.342065311,0.548127214,0.53648414,0.321402343,0,0,
Bahrain,BHR,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,7.960198879,,9.452735901,,22.38805962,23.88059616,23.07692337,19.71153831,17.30769157,17.30769157,17.78846169,19.9052124,13.74407578,8.450704575,6.103286266,5.633802891,5.911330223,6.896551609,5.911330223,5.911330223,5.825242519,5.314009666,4.347826004,1.932367206,4.830917835
Bahrain,BHR,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,29.76973684,30.44585987,26.17853561,36.01147776,45.62607204,33.08823529,33.3078686,23.63013699,28.27380952,16.961013,20.02430872,11.30909091,11.78472007,12.70406649,14.36100132,37.83382789,39.45666235,32.33708966,34.27172583,37.03703704,36.20085636,39.52095808,48.83138564,50.53211009,60.36023099,58.38931579,61.14382759,63.78709955,53.36359241,31.10355324,29.15454726,30.26029715,30.0216763,29.77654011,29.184311,32.16686562,31.39122014,12.70986275,13.82266441,14.09333499,17.27811342,34.96892457,32.07194548,35.99797008,,,,
Bahrain,BHR,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,153729456.8,198433178.9,251990396.2,359785265.4,305541544.2,324668232.9,348138298.8,543617022.7,357446809.5,798138298.8,875265957.4,731382978.7,859840425.5,896010638.3,807446808.5,358510638.3,411170212.8,542819148.9,651861720.9,818617097.5,683244733.9,666223461.8,637234101.9,724734114.8,858938915,981175733.8,1030580534,1160828532,1349279140,2778483776,3154904509,3462270456,3680851064,3915691489,3831117021,4233244681,3295744681,8332446809,8500531915,8571276596,9112500000,10997606383,11356117021,12053723404,,,,
Bahrain,BHR,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,,,,,,,,,,,,,,,1277510000,1202840000,1516410000,1836300000,,2470060000,3577260000,4308890000,3741310000,3145150000,3097490000,2786498783,2313027576,2355283044,2417917000,2715691489,3837937000,1892902366,1872591476,2294352971,3452131567,4162108695,4601952280,6229744112,6449657009,6547515483,1660778561,1819037205,1776969325,1894915544,1891268355,2509672947,2601949565,3194905053,4805735680,3247030704,4958749522,7369188416,6960948100,10480407346,23326867890,13957801780,6795863259,6974463639,7415077117,7441229302,6855169092,,
Bahrain,BHR,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,,,,,,,,,,,,,,,0.518978325,0.916996442,1.513442934,3.218972935,,1.680121131,1.702420288,0.983547967,1.030120466,3.177272944,3.235845798,3.235845798,3.235845798,3.235845798,0.854164969,0.85416497,0.242474017,2.946026541,3.10234568,3.270110266,2.696184609,2.388130471,1.778343864,1.608477444,0.917486637,1.027555075,6.14984727,7.544619573,8.167206544,6.704523714,3.875753,6.420285209,7.200610862,8.627240135,9.9062288,10.07261682,10.10368362,6.622664688,8.421501491,6.139629604,9.846705181,6.506721032,8.887743352,7.023252602,11.40356778,8.616729024,5.943079471,,
Bahrain,BHR,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,,,,,,,,,,,,,,,12.63473476,13.01419973,11.29575774,14.16598595,,11.57907095,11.49399261,14.06951674,11.43369568,13.86197797,20.244456,20.24445599,20.24445599,20.24445599,2.80754054,2.807540541,2.837071062,24.99135674,30.05855141,33.063416,8.328135658,9.335818631,7.222838521,16.46667009,12.9838497,12.31128051,22.70831319,24.4752265,20.27691997,21.83688684,19.25114144,20.59207303,22.53552151,20.86967537,20.89507049,22.47303905,26.1396216,26.30041826,26.68574947,18.63930385,26.9750531,10.85498482,17.06659732,23.5705236,29.15456747,28.42342022,27.08178557,,
Bahrain,BHR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,0.073784419,0.058709323,0.86290088,1.210789767,6.901157229,7.217930411,6.847786673,5.876574085,9.358279375,44.5872038,45.80448879,36.63454638,60.34375845,75.12814161,71.81528372,57.35759171,84.18806206,70.14239058,,,,,,,25.06512479,26.30517424,57.04112635,,,,16.17177467,19.62532017,17.46080997,17.27302863,15.321236,15.22794719,13.82938186,10.8142982,17.0844163,15.36441451,18.09931024,21.44507676,21.09294354,18.34034505,15.09148654,22.88770662,28.01394631,24.86759187,22.7763946,23.75505621,31.16026408,41.5224512,44.11003962
Bahrain,BHR,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,,,,,,,,,,,77.87215097,81.41452957,78.28150084,80.62253411,84.47690923,81.45615271,78.95787481,78.63228041,79.65928143,0.727744592,0.290528101,0.213286222,0.129751979,0.057021754,0.175614336,0.072613676,0.034291311,0.00424573,,,,,,,55.54908803,53.12921698,0.017637078,,,,0.039546245,66.93351976,69.36640397,72.51859669,75.54372597,78.15928028,80.5878627,80.82879807,69.06228494,68.60204338,74.34747563,71.84416844,64.14720337,59.00278917,66.83465088,50.35666024,45.01731531,50.17711142,53.32039333,42.12821448,29.81919013,0.05209821,0.042613189
